time_ms,src,dst,direction,distance_km,delay_ms,jitter_ms,loss_pct,bw_mbps,max_queue_pkt,type,status,lifetime_ms
0,SAT_63188,SAT_63578,BIDIR,212.378,0.708,0.071,0.0,100,11,SAT-SAT,UP,60000
0,SAT_63188,SAT_56547,BIDIR,229.229,0.764,0.076,0.0,100,12,SAT-SAT,UP,60000
0,SAT_63188,SAT_56555,BIDIR,236.833,0.789,0.079,0.0,100,13,SAT-SAT,UP,60000
0,SAT_63188,SAT_60444,BIDIR,238.283,0.794,0.079,0.0,100,13,SAT-SAT,UP,60000
0,SAT_63188,SAT_57924,BIDIR,269.648,0.899,0.09,0.0,100,14,SAT-SAT,UP,60000
0,SAT_63188,SAT_47739,BIDIR,348.34,1.161,0.116,0.0,100,19,SAT-SAT,UP,60000
0,SAT_63188,SAT_67334,BIDIR,359.76,1.199,0.12,0.0,100,19,SAT-SAT,UP,60000
0,SAT_63188,SAT_56770,BIDIR,365.532,1.218,0.122,0.0,100,20,SAT-SAT,UP,60000
0,SAT_63188,SAT_57919,BIDIR,378.227,1.261,0.126,0.0,100,21,SAT-SAT,UP,60000
0,SAT_63188,SAT_49451,BIDIR,385.965,1.287,0.129,0.0,100,21,SAT-SAT,UP,60000
0,SAT_63188,SAT_56544,BIDIR,388.535,1.295,0.13,0.0,100,21,SAT-SAT,UP,60000
0,SAT_63188,UAV_09,BIDIR,409.343,1.364,0.136,0.0,20,10,SAT-UAV,UP,60000
0,SAT_63188,UAV_05,BIDIR,409.565,1.365,0.137,0.0,20,10,SAT-UAV,UP,60000
0,SAT_63188,UAV_01,BIDIR,410.208,1.367,0.137,0.0,20,10,SAT-UAV,UP,60000
0,SAT_63188,GS_01,BIDIR,410.251,1.368,0.137,0.0,20,10,SAT-GS,UP,60000
0,SAT_63188,UAV_02,BIDIR,410.417,1.368,0.137,0.0,20,10,SAT-UAV,UP,60000
0,SAT_63188,UAV_07,BIDIR,410.539,1.368,0.137,0.0,20,10,SAT-UAV,UP,60000
0,SAT_63188,UAV_04,BIDIR,410.577,1.369,0.137,0.0,20,10,SAT-UAV,UP,60000
0,SAT_63188,UAV_03,BIDIR,410.732,1.369,0.137,0.0,20,10,SAT-UAV,UP,60000
0,SAT_63578,SAT_56555,BIDIR,64.028,0.213,0.021,0.0,100,10,SAT-SAT,UP,60000
0,SAT_63578,SAT_56547,BIDIR,133.967,0.447,0.045,0.0,100,10,SAT-SAT,UP,60000
0,SAT_63578,SAT_57919,BIDIR,223.741,0.746,0.075,0.0,100,12,SAT-SAT,UP,60000
0,SAT_63578,SAT_51809,BIDIR,247.521,0.825,0.083,0.0,100,13,SAT-SAT,UP,60000
0,SAT_63578,SAT_56544,BIDIR,250.484,0.835,0.083,0.0,100,13,SAT-SAT,UP,60000
0,SAT_63578,SAT_56770,BIDIR,253.277,0.844,0.084,0.0,100,14,SAT-SAT,UP,60000
0,SAT_63578,SAT_57924,BIDIR,292.735,0.976,0.098,0.0,100,16,SAT-SAT,UP,60000
0,SAT_63578,SAT_67311,BIDIR,297.788,0.993,0.099,0.0,100,16,SAT-SAT,UP,60000
0,SAT_63578,SAT_60444,BIDIR,369.975,1.233,0.123,0.0,100,20,SAT-SAT,UP,60000
0,SAT_63578,SAT_67334,BIDIR,372.65,1.242,0.124,0.0,100,20,SAT-SAT,UP,60000
0,SAT_63578,SAT_57663,BIDIR,414.421,1.381,0.138,0.0,100,23,SAT-SAT,UP,60000
0,SAT_63578,SAT_47739,BIDIR,489.693,1.632,0.163,0.0,100,27,SAT-SAT,UP,60000
0,SAT_63578,UAV_09,BIDIR,506.734,1.689,0.169,0.0,20,10,SAT-UAV,UP,60000
0,SAT_63578,UAV_02,BIDIR,507.315,1.691,0.169,0.0,20,10,SAT-UAV,UP,60000
0,SAT_63578,UAV_05,BIDIR,507.405,1.691,0.169,0.0,20,10,SAT-UAV,UP,60000
0,SAT_63578,UAV_01,BIDIR,507.408,1.691,0.169,0.0,20,10,SAT-UAV,UP,60000
0,SAT_63578,GS_01,BIDIR,507.456,1.692,0.169,0.0,20,10,SAT-GS,UP,60000
0,SAT_63578,UAV_03,BIDIR,507.501,1.692,0.169,0.0,20,10,SAT-UAV,UP,60000
0,SAT_57919,SAT_67311,BIDIR,108.616,0.362,0.036,0.0,100,10,SAT-SAT,UP,60000
0,SAT_57919,SAT_56770,BIDIR,139.662,0.466,0.047,0.0,100,10,SAT-SAT,UP,60000
0,SAT_57919,SAT_56547,BIDIR,224.197,0.747,0.075,0.0,100,12,SAT-SAT,UP,60000
0,SAT_57919,SAT_51809,BIDIR,230.611,0.769,0.077,0.0,100,12,SAT-SAT,UP,60000
0,SAT_57919,SAT_56555,BIDIR,252.687,0.842,0.084,0.0,100,14,SAT-SAT,UP,60000
0,SAT_57919,SAT_57663,BIDIR,258.563,0.862,0.086,0.0,100,14,SAT-SAT,UP,60000
0,SAT_57919,SAT_57924,BIDIR,346.858,1.156,0.116,0.0,100,19,SAT-SAT,UP,60000
0,SAT_57919,SAT_59757,BIDIR,365.38,1.218,0.122,0.0,100,20,SAT-SAT,UP,60000
0,SAT_57919,SAT_55452,BIDIR,390.584,1.302,0.13,0.0,100,21,SAT-SAT,UP,60000
0,SAT_57919,SAT_56544,BIDIR,418.143,1.394,0.139,0.0,100,23,SAT-SAT,UP,60000
0,SAT_57919,SAT_64921,BIDIR,445.236,1.484,0.148,0.0,100,24,SAT-SAT,UP,60000
0,SAT_57919,SAT_60444,BIDIR,485.426,1.618,0.162,0.0,100,26,SAT-SAT,UP,60000
0,SAT_57919,SAT_59944,BIDIR,533.564,1.779,0.178,0.0,100,29,SAT-SAT,UP,60000
0,SAT_57919,UAV_10,BIDIR,535.487,1.785,0.178,0.0,20,10,SAT-UAV,UP,60000
0,SAT_57919,UAV_08,BIDIR,535.722,1.786,0.179,0.0,20,10,SAT-UAV,UP,60000
0,SAT_57919,UAV_06,BIDIR,535.748,1.786,0.179,0.0,20,10,SAT-UAV,UP,60000
0,SAT_57919,UAV_03,BIDIR,535.801,1.786,0.179,0.0,20,10,SAT-UAV,UP,60000
0,SAT_67311,SAT_57663,BIDIR,153.177,0.511,0.051,0.0,100,10,SAT-SAT,UP,60000
0,SAT_67311,SAT_51809,BIDIR,214.035,0.713,0.071,0.0,100,11,SAT-SAT,UP,60000
0,SAT_67311,SAT_56770,BIDIR,240.75,0.802,0.08,0.0,100,13,SAT-SAT,UP,60000
0,SAT_67311,SAT_55452,BIDIR,292.542,0.975,0.098,0.0,100,16,SAT-SAT,UP,60000
0,SAT_67311,SAT_59757,BIDIR,313.027,1.043,0.104,0.0,100,17,SAT-SAT,UP,60000
0,SAT_67311,SAT_56547,BIDIR,327.585,1.092,0.109,0.0,100,18,SAT-SAT,UP,60000
0,SAT_67311,SAT_56555,BIDIR,333.544,1.112,0.111,0.0,100,18,SAT-SAT,UP,60000
0,SAT_67311,SAT_64921,BIDIR,409.598,1.365,0.137,0.0,100,22,SAT-SAT,UP,60000
0,SAT_67311,SAT_56544,BIDIR,452.506,1.508,0.151,0.0,100,25,SAT-SAT,UP,60000
0,SAT_67311,SAT_57924,BIDIR,453.796,1.513,0.151,0.0,100,25,SAT-SAT,UP,60000
0,SAT_67311,SAT_63188,BIDIR,456.126,1.52,0.152,0.0,100,25,SAT-SAT,UP,60000
0,SAT_67311,SAT_62448,BIDIR,487.602,1.625,0.163,0.0,100,27,SAT-SAT,UP,60000
0,SAT_67311,UAV_10,BIDIR,543.875,1.813,0.181,0.0,20,10,SAT-UAV,UP,60000
0,SAT_67311,UAV_08,BIDIR,544.269,1.814,0.181,0.0,20,10,SAT-UAV,UP,60000
0,SAT_67311,UAV_06,BIDIR,544.306,1.814,0.181,0.0,20,10,SAT-UAV,UP,60000
